State,Year,Month,Death Counts
MD,2017,November,51
MD,2017,December,51
MD,2018,January,50
MD,2018,February,52
MD,2018,March,55
MD,2018,April,56
MD,2015,January,237
MD,2015,February,259
MD,2015,March,263
MD,2015,April,244
MD,2015,May,233
MD,2015,June,227
MD,2015,July,231
MD,2015,August,243
MD,2015,September,268
MD,2015,October,299
MD,2015,November,330
MD,2015,December,373
MD,2016,January,386
MD,2016,February,421
MD,2016,March,449
MD,2016,April,521
MD,2016,May,617
MD,2016,June,706
MD,2016,July,778
MD,2016,August,845
MD,2016,September,913
MD,2016,October,974
MD,2016,November,1040
MD,2016,December,1122
MD,2017,January,1224
MD,2017,February,1270
MD,2017,March,1339
MD,2017,April,1394
MD,2017,May,1427
MD,2017,June,1457
MD,2017,July,1478
MD,2017,August,1506
MD,2017,September,1536
MD,2017,October,1563
MD,2017,November,1584
MD,2017,December,1598
MD,2018,January,1612
MD,2018,February,1682
MD,2018,March,1737
MD,2018,April,1779
ME,2015,January,22
ME,2015,February,25
ME,2015,March,23
ME,2015,April,24
ME,2015,May,24
ME,2015,June,22
ME,2015,July,21
ME,2015,August,23
ME,2015,September,26
ME,2015,October,28
ME,2015,November,33
ME,2015,December,32
ME,2016,January,32
ME,2016,February,32
ME,2016,March,34
ME,2016,April,39
ME,2016,May,43
ME,2016,June,48
ME,2016,July,51
ME,2016,August,54
ME,2016,September,53
ME,2016,October,53
ME,2016,November,57
ME,2016,December,59
ME,2017,January,61
ME,2017,February,63
ME,2017,March,67
ME,2017,April,67
ME,2017,May,64
ME,2017,June,67
ME,2017,July,69
ME,2017,August,78
ME,2017,September,80
ME,2017,October,87
ME,2017,November,83
ME,2017,December,89
ME,2018,January,92
ME,2018,February,93
ME,2018,March,90
ME,2018,April,95
ME,2015,January,38
ME,2015,February,40
ME,2015,March,42
ME,2015,April,46
ME,2015,May,45
ME,2015,June,44
ME,2015,July,48
ME,2015,August,48
ME,2015,September,49
ME,2015,October,51
ME,2015,November,55
ME,2015,December,53
ME,2016,January,49
ME,2016,February,49
ME,2016,March,49
ME,2016,April,50
ME,2016,May,52
ME,2016,June,54
ME,2016,July,57
ME,2016,August,59
ME,2016,September,56
ME,2016,October,51
ME,2016,November,52
ME,2016,December,54
ME,2017,January,60
ME,2017,February,62
ME,2017,March,62
ME,2017,April,65
ME,2017,May,66
ME,2017,June,68
ME,2017,July,64
ME,2017,August,66
ME,2017,September,68
ME,2017,October,76
ME,2017,November,72
ME,2017,December,75
ME,2018,January,72
ME,2018,February,70
ME,2018,March,73
ME,2018,April,73
ME,2015,January,35
ME,2015,February,35
ME,2015,March,36
ME,2015,April,41
ME,2015,May,40
ME,2015,June,39
ME,2015,July,40
ME,2015,August,39
ME,2015,September,41
ME,2015,October,41
ME,2015,November,37
ME,2015,December,37
ME,2016,January,34
ME,2016,February,32
ME,2016,March,33
ME,2016,April,32
ME,2016,May,34
ME,2016,June,35
ME,2016,July,33
ME,2016,August,35
ME,2016,September,33
ME,2016,October,32
ME,2016,November,34
ME,2016,December,39
ME,2017,January,40
ME,2017,February,40
ME,2017,March,39
ME,2017,April,37
ME,2017,May,33
ME,2017,June,32
ME,2017,July,37
ME,2017,August,33
ME,2017,September,38
ME,2017,October,38
ME,2017,November,38
ME,2017,December,32
ME,2018,January,29
ME,2018,February,29
ME,2018,March,26
ME,2018,April,25
ME,2015,January,82
ME,2015,February,88
ME,2015,March,96
ME,2015,April,99
ME,2015,May,95
ME,2015,June,99
ME,2015,July,104
ME,2015,August,95
ME,2015,September,105
ME,2015,October,105
ME,2015,November,105
ME,2015,December,105
ME,2016,January,108
ME,2016,February,104
ME,2016,March,103
ME,2016,April,111
ME,2016,May,116
ME,2016,June,120
ME,2016,July,123
ME,2016,August,128
ME,2016,September,124
ME,2016,October,126
ME,2016,November,124
ME,2016,December,132
ME,2017,January,129
ME,2017,February,128
ME,2017,March,123
ME,2017,April,115
ME,2017,May,108
ME,2017,June,96
ME,2017,July,93
ME,2017,August,89
ME,2017,September,88
ME,2017,October,85
ME,2017,November,84
ME,2017,December,77
ME,2018,January,74
ME,2018,February,74
ME,2018,March,73
ME,2018,April,70
ME,2015,January,13627
ME,2015,February,13845
ME,2015,March,13901
ME,2015,April,13993
ME,2015,May,14023
ME,2015,June,14016
ME,2015,July,14052
ME,2015,August,14179
ME,2015,September,14296
ME,2015,October,14368
ME,2015,November,14367
ME,2015,December,14324
ME,2016,January,14129
ME,2016,February,13952
ME,2016,March,13897
ME,2016,April,13868
ME,2016,May,13964
ME,2016,June,14059
ME,2016,July,14044
ME,2016,August,14005
ME,2016,September,13937
ME,2016,October,13923
ME,2016,November,13983
ME,2016,December,14069
ME,2017,January,14136
ME,2017,February,14224
ME,2017,March,14326
ME,2017,April,14446
ME,2017,May,14342
ME,2017,June,14362
ME,2017,July,14325
ME,2017,August,14391
ME,2017,September,14479
ME,2017,October,14467
ME,2017,November,14491
ME,2017,December,14513
ME,2018,January,14604
ME,2018,February,14640
ME,2018,March,14551
ME,2018,April,14506
ME,2015,January,213
ME,2015,February,218
ME,2015,March,230
ME,2015,April,243
ME,2015,May,239
ME,2015,June,238
ME,2015,July,253
ME,2015,August,245
ME,2015,September,258
ME,2015,October,265
ME,2015,November,271
ME,2015,December,267
ME,2016,January,270
ME,2016,February,271
ME,2016,March,279
ME,2016,April,290
ME,2016,May,303
ME,2016,June,327
ME,2016,July,334
ME,2016,August,345
ME,2016,September,342
ME,2016,October,337
ME,2016,November,341
ME,2016,December,357
ME,2017,January,368
ME,2017,February,366
ME,2017,March,368
ME,2017,April,375
ME,2017,May,369
ME,2017,June,356
ME,2017,July,355
ME,2017,August,362
ME,2017,September,376
ME,2017,October,394
ME,2017,November,396
ME,2017,December,409
ME,2018,January,408
ME,2018,February,411
ME,2018,March,410
ME,2018,April,404
ME,2015,January,171
ME,2015,February,181
ME,2015,March,196
ME,2015,April,211
ME,2015,May,208
ME,2015,June,209
ME,2015,July,223
ME,2015,August,219
ME,2015,September,232
ME,2015,October,237
ME,2015,November,241
ME,2015,December,235
ME,2016,January,235
ME,2016,February,232
ME,2016,March,237
ME,2016,April,246
ME,2016,May,257
ME,2016,June,273
ME,2016,July,283
ME,2016,August,291
ME,2016,September,290
ME,2016,October,284
ME,2016,November,288
ME,2016,December,306
ME,2017,January,316
ME,2017,February,315
ME,2017,March,316
ME,2017,April,324
ME,2017,May,319
ME,2017,June,311
ME,2017,July,310
ME,2017,August,314
ME,2017,September,323
ME,2017,October,339
ME,2017,November,340
ME,2017,December,348
ME,2018,January,345
ME,2018,February,349
ME,2018,March,350
ME,2018,April,343
ME,2015,January,99.06103286
ME,2015,February,99.5412844
ME,2015,March,99.56521739
ME,2015,April,99.17695473
ME,2015,May,99.16317992
ME,2015,June,99.15966387
ME,2015,July,99.20948617
ME,2015,August,99.18367347
ME,2015,September,99.2248062
ME,2015,October,98.86792453
ME,2015,November,98.52398524
ME,2015,December,98.50187266
ME,2016,January,98.51851852
ME,2016,February,98.52398524
ME,2016,March,98.56630824
ME,2016,April,98.96551724
ME,2016,May,98.67986799
ME,2016,June,98.77675841
ME,2016,July,98.80239521
ME,2016,August,99.13043478
ME,2016,September,99.12280702
ME,2016,October,99.10979228
ME,2016,November,99.1202346
ME,2016,December,99.15966387
ME,2017,January,98.91304348
ME,2017,February,98.63387978
ME,2017,March,98.36956522
ME,2017,April,98.4
ME,2017,May,98.37398374
ME,2017,June,98.31460674
ME,2017,July,98.02816901
ME,2017,August,98.06629834
ME,2017,September,98.13829787
ME,2017,October,98.47715736
ME,2017,November,98.73737374
ME,2017,December,98.77750611
ME,2018,January,99.01960784
ME,2018,February,99.02676399
ME,2018,March,99.26829268
ME,2018,April,99.25742574
ME,2015,January,15
ME,2015,February,15
ME,2015,March,17
ME,2015,April,21
ME,2015,May,20
ME,2015,June,22
ME,2015,July,22
ME,2015,August,19
ME,2015,September,19
ME,2015,October,19
ME,2015,November,21
ME,2015,December,22
ME,2016,January,23
ME,2016,February,28
ME,2016,March,25
ME,2016,April,22
ME,2016,May,24
ME,2016,June,26
ME,2016,July,29
ME,2016,August,30
ME,2016,September,31
ME,2016,October,32
ME,2016,November,30
ME,2016,December,31
ME,2017,January,31
ME,2017,February,28
ME,2017,March,32
ME,2017,April,35
ME,2017,May,32
ME,2017,June,31
ME,2017,July,30
ME,2017,August,30
ME,2017,September,35
ME,2017,October,37
ME,2017,November,38
ME,2017,December,40
ME,2018,January,43
ME,2018,February,43
ME,2018,March,41
ME,2018,April,41
ME,2015,January,59
ME,2015,February,63
ME,2015,March,70
ME,2015,April,81
ME,2015,May,83
ME,2015,June,80
ME,2015,July,89
ME,2015,August,96
ME,2015,September,98
ME,2015,October,107
ME,2015,November,113
ME,2015,December,110
ME,2016,January,111
ME,2016,February,115
ME,2016,March,125
ME,2016,April,131
ME,2016,May,139
ME,2016,June,154
ME,2016,July,164
ME,2016,August,168
ME,2016,September,181
ME,2016,October,175
ME,2016,November,185
ME,2016,December,204
ME,2017,January,212
ME,2017,February,211
ME,2017,March,216
ME,2017,April,232
ME,2017,May,233
ME,2017,June,232
ME,2017,July,231
ME,2017,August,238
ME,2017,September,243
ME,2017,October,258
ME,2017,November,254
ME,2017,December,262
ME,2018,January,265
ME,2018,February,271
ME,2018,March,272
ME,2018,April,267
MI,2015,January,93274
MI,2015,February,93559
MI,2015,March,94086
MI,2015,April,94589
MI,2015,May,94659
MI,2015,June,94937
MI,2015,July,95051
MI,2015,August,95190
MI,2015,September,95072
MI,2015,October,95079
MI,2015,November,94631
MI,2015,December,93920
MI,2016,January,93137
MI,2016,February,93407
MI,2016,March,93268
MI,2016,April,93368
MI,2016,May,93535
MI,2016,June,93472
MI,2016,July,93394
MI,2016,August,93445
MI,2016,September,93753
MI,2016,October,93939
MI,2016,November,94283
MI,2016,December,94840
MI,2017,January,95468
MI,2017,February,95549
MI,2017,March,96017
MI,2017,April,96144
MI,2017,May,96115
MI,2017,June,96218
MI,2017,July,96250
MI,2017,August,96269
MI,2017,September,96092
MI,2017,October,95971
MI,2017,November,96032
MI,2017,December,96276
MI,2018,January,96773
MI,2018,February,97111
MI,2018,March,96947
MI,2018,April,97020
MI,2015,January,1796
MI,2015,February,1822
MI,2015,March,1861
MI,2015,April,1941
MI,2015,May,1986
MI,2015,June,2012
MI,2015,July,2017
MI,2015,August,2009
MI,2015,September,2006
MI,2015,October,1997
MI,2015,November,1997
MI,2015,December,1973
MI,2016,January,1944
MI,2016,February,1963
MI,2016,March,1975
MI,2016,April,1927
MI,2016,May,1927
MI,2016,June,1926
MI,2016,July,1950
MI,2016,August,1977
MI,2016,September,2013
MI,2016,October,2108
MI,2016,November,2193
MI,2016,December,2342
MI,2017,January,2435
MI,2017,February,2469
MI,2017,March,2491
MI,2017,April,2511
MI,2017,May,2547
MI,2017,June,2591
MI,2017,July,2630
MI,2017,August,2696
MI,2017,September,2725
MI,2017,October,2707
MI,2017,November,2708
MI,2017,December,2665
MI,2018,January,2642
MI,2018,February,2656
MI,2018,March,2658
MI,2018,April,2662
MN,2015,January,41954
MN,2015,February,42098
MN,2015,March,42319
MN,2015,April,42623
MN,2015,May,42666
MN,2015,June,42770
MN,2015,July,42851
MN,2015,August,43041
MN,2015,September,43112
MN,2015,October,43207
MN,2015,November,43022
MN,2015,December,42713
MN,2016,January,42576
MN,2016,February,42746
MN,2016,March,42655
MN,2016,April,42590
MN,2016,May,42526
MN,2016,June,42535
MN,2016,July,42556
MN,2016,August,42560
MN,2016,September,42690
MN,2016,October,42767
MN,2016,November,42946
MN,2016,December,43134
MN,2017,January,43129
MN,2017,February,43284
MN,2017,March,43480
MN,2017,April,43647
MN,2017,May,43864
MN,2017,June,43836
MN,2017,July,43877
MN,2017,August,43901
MN,2017,September,43933
MN,2017,October,43984
MN,2017,November,44137
MN,2017,December,44296
MN,2018,January,44683
MN,2018,February,44722
MN,2018,March,44530
MN,2018,April,44417
MN,2015,January,530
MN,2015,February,523
MN,2015,March,529
MN,2015,April,541
MN,2015,May,550
MN,2015,June,544
MN,2015,July,549
MN,2015,August,563
MN,2015,September,574
MN,2015,October,586
MN,2015,November,588
MN,2015,December,592
MN,2016,January,607
MN,2016,February,631
MN,2016,March,626
MN,2016,April,627
MN,2016,May,631
MN,2016,June,649
MN,2016,July,645
MN,2016,August,649
MN,2016,September,647
MN,2016,October,638
MN,2016,November,654
MN,2016,December,664
MN,2017,January,655
MN,2017,February,652
MN,2017,March,664
MN,2017,April,668
MN,2017,May,676
MN,2017,June,685
MN,2017,July,686
MN,2017,August,698
MN,2017,September,720
MN,2017,October,727
MN,2017,November,729
MN,2017,December,728
MN,2018,January,718
MN,2018,February,719
MN,2018,March,713
MN,2018,April,698
MO,2015,January,60902
MO,2015,February,61478
MO,2015,March,61767
MO,2015,April,61945
MO,2015,May,62138
MO,2015,June,62053
MO,2015,July,62257
MO,2015,August,62314
MO,2015,September,62510
MO,2015,October,62571
MO,2015,November,62541
MO,2015,December,61995
MO,2016,January,61427
MO,2016,February,61186
MO,2016,March,60919
MO,2016,April,61039
MO,2016,May,60964
MO,2016,June,61135
MO,2016,July,61118
MO,2016,August,61319
MO,2016,September,61271
MO,2016,October,61393
MO,2016,November,61411
MO,2016,December,61888
MO,2017,January,62664
MO,2017,February,63127
MO,2017,March,63555
MO,2017,April,63347
MO,2017,May,63487
MO,2017,June,63518
MO,2017,July,63681
MO,2017,August,63742
MO,2017,September,63928
MO,2017,October,63895
MO,2017,November,64029
MO,2017,December,64204
MO,2018,January,64825
MO,2018,February,64973
MO,2018,March,64894
MO,2018,April,65276
MO,2015,January,1108
MO,2015,February,1107
MO,2015,March,1092
MO,2015,April,1072
MO,2015,May,1093
MO,2015,June,1116
MO,2015,July,1103
MO,2015,August,1070
MO,2015,September,1081
MO,2015,October,1071
MO,2015,November,1090
MO,2015,December,1087
MO,2016,January,1096
MO,2016,February,1121
MO,2016,March,1129
MO,2016,April,1150
MO,2016,May,1147
MO,2016,June,1157
MO,2016,July,1192
MO,2016,August,1236
MO,2016,September,1247
MO,2016,October,1288
MO,2016,November,1329
MO,2016,December,1386
MO,2017,January,1394
MO,2017,February,1388
MO,2017,March,1415
MO,2017,April,1403
MO,2017,May,1403
MO,2017,June,1403
MO,2017,July,1395
MO,2017,August,1392
MO,2017,September,1421
MO,2017,October,1428
MO,2017,November,1407
MO,2017,December,1398
MO,2018,January,1396
MO,2018,February,1406
MO,2018,March,1402
MO,2018,April,1437
MS,2015,January,29715
MS,2015,February,29969
MS,2015,March,30211
MS,2015,April,30303
MS,2015,May,30541
MS,2015,June,30703
MS,2015,July,30921
MS,2015,August,31052
MS,2015,September,31070
MS,2015,October,31167
MS,2015,November,31127
MS,2015,December,31006
MS,2016,January,31049
MS,2016,February,30918
MS,2016,March,30894
MS,2016,April,30800
MS,2016,May,30752
MS,2016,June,30689
MS,2016,July,30590
MS,2016,August,30681
MS,2016,September,30644
MS,2016,October,30712
MS,2016,November,30844
MS,2016,December,31016
MS,2017,January,30972
MS,2017,February,30969
MS,2017,March,31002
MS,2017,April,31038
MS,2017,May,30993
MS,2017,June,31066
MS,2017,July,31122
MS,2017,August,30966
MS,2017,September,31033
MS,2017,October,31051
MS,2017,November,31163
MS,2017,December,31461
MS,2018,January,32027
MS,2018,February,32066
MS,2018,March,31956
MS,2018,April,32035
MS,2015,January,302
MS,2015,February,302
MS,2015,March,307
MS,2015,April,322
MS,2015,May,328
MS,2015,June,329
MS,2015,July,343
MS,2015,August,348
MS,2015,September,337
MS,2015,October,331
MS,2015,November,325
MS,2015,December,333
MS,2016,January,338
MS,2016,February,335
MS,2016,March,334
MS,2016,April,322
MS,2016,May,323
MS,2016,June,320
MS,2016,July,319
MS,2016,August,313
MS,2016,September,327
MS,2016,October,336
MS,2016,November,334
MS,2016,December,332
MS,2017,January,329
MS,2017,February,323
MS,2017,March,327
MS,2017,April,334
MS,2017,May,329
MS,2017,June,331
MS,2017,July,327
MS,2017,August,315
MS,2017,September,318
MS,2017,October,319
MS,2017,November,330
MS,2017,December,330
MS,2018,January,318
MS,2018,February,328
MS,2018,March,307
MS,2018,April,292
MT,2015,January,9502
MT,2015,February,9500
MT,2015,March,9476
MT,2015,April,9508
MT,2015,May,9609
MT,2015,June,9669
MT,2015,July,9716
MT,2015,August,9778
MT,2015,September,9754
MT,2015,October,9817
MT,2015,November,9779
MT,2015,December,9901
MT,2016,January,9832
MT,2016,February,9921
MT,2016,March,9939
MT,2016,April,9973
MT,2016,May,9938
MT,2016,June,9863
MT,2016,July,9913
MT,2016,August,9886
MT,2016,September,9863
MT,2016,October,9873
MT,2016,November,9904
MT,2016,December,9941
MT,2017,January,10052
MT,2017,February,10132
MT,2017,March,10230
MT,2017,April,10218
MT,2017,May,10238
MT,2017,June,10293
MT,2017,July,10278
MT,2017,August,10301
MT,2017,September,10279
MT,2017,October,10310
MT,2017,November,10336
MT,2017,December,10271
MT,2018,January,10177
MT,2018,February,10101
MT,2018,March,10028
MT,2018,April,10034
MT,2015,January,121
MT,2015,February,125
MT,2015,March,129
MT,2015,April,126
MT,2015,May,135
MT,2015,June,132
MT,2015,July,128
MT,2015,August,121
MT,2015,September,125
MT,2015,October,126
MT,2015,November,128
MT,2015,December,131
MT,2016,January,126
MT,2016,February,120
MT,2016,March,125
MT,2016,April,128
MT,2016,May,123
MT,2016,June,121
MT,2016,July,127
MT,2016,August,130
MT,2016,September,123
MT,2016,October,120
MT,2016,November,120
MT,2016,December,114
MT,2017,January,119
MT,2017,February,131
MT,2017,March,128
MT,2017,April,125
MT,2017,May,127
MT,2017,June,124
MT,2017,July,119
MT,2017,August,117
MT,2017,September,119
MT,2017,October,123
MT,2017,November,115
MT,2017,December,118
MT,2018,January,114
MT,2018,February,105
MT,2018,March,99
MT,2018,April,97
NC,2015,January,220
NC,2015,February,237
NC,2015,March,245
NC,2015,April,241
NC,2015,May,254
NC,2015,June,254
NC,2015,July,262
NC,2015,August,262
NC,2015,September,276
NC,2015,October,297
NC,2015,November,309
NC,2015,December,313
NC,2016,January,343
NC,2016,February,341
NC,2016,March,358
NC,2016,April,381
NC,2016,May,396
NC,2016,June,420
NC,2016,July,428
NC,2016,August,461
NC,2016,September,464
NC,2016,October,464
NC,2016,November,482
NC,2016,December,496
NC,2017,January,510
NC,2017,February,534
NC,2017,March,555
NC,2017,April,570
NC,2017,May,590
NC,2017,June,609
NC,2017,July,635
NC,2017,August,640
NC,2017,September,669
NC,2017,October,696
NC,2017,November,698
NC,2017,December,727
NC,2018,January,725
NC,2018,February,716
NC,2018,March,698
NC,2018,April,695
NC,2015,January,270
NC,2015,February,285
NC,2015,March,295
NC,2015,April,310
NC,2015,May,319
NC,2015,June,323
NC,2015,July,321
NC,2015,August,317
NC,2015,September,323
NC,2015,October,344
NC,2015,November,368
NC,2015,December,381
NC,2016,January,402
NC,2016,February,409
NC,2016,March,421
NC,2016,April,421
NC,2016,May,437
NC,2016,June,463
NC,2016,July,475
NC,2016,August,508
NC,2016,September,526
NC,2016,October,528
NC,2016,November,529
NC,2016,December,547
NC,2017,January,561
NC,2017,February,557
NC,2017,March,558
NC,2017,April,563
NC,2017,May,559
NC,2017,June,550
NC,2017,July,550
NC,2017,August,539
NC,2017,September,550
NC,2017,October,535
NC,2017,November,529
NC,2017,December,534
NC,2018,January,519
NC,2018,February,523
NC,2018,March,512
NC,2018,April,511
NC,2015,January,127
NC,2015,February,121
NC,2015,March,124
NC,2015,April,122
NC,2015,May,118
NC,2015,June,126
NC,2015,July,120
NC,2015,August,109
NC,2015,September,112
NC,2015,October,109
NC,2015,November,106
NC,2015,December,106
NC,2016,January,106
NC,2016,February,106
NC,2016,March,104
NC,2016,April,104
NC,2016,May,114
NC,2016,June,113
NC,2016,July,118
NC,2016,August,119
NC,2016,September,116
NC,2016,October,111
NC,2016,November,118
NC,2016,December,117
NC,2017,January,122
NC,2017,February,123
NC,2017,March,129
NC,2017,April,137
NC,2017,May,123
NC,2017,June,115
NC,2017,July,117
NC,2017,August,124
NC,2017,September,122
NC,2017,October,112
NC,2017,November,101
NC,2017,December,106
NC,2018,January,103
NC,2018,February,96
NC,2018,March,88
NC,2018,April,78
NC,2015,January,479
NC,2015,February,466
NC,2015,March,472
NC,2015,April,486
NC,2015,May,493
NC,2015,June,500
NC,2015,July,510
NC,2015,August,512
NC,2015,September,530
NC,2015,October,537
NC,2015,November,548
NC,2015,December,555
NC,2016,January,565
NC,2016,February,564
NC,2016,March,581
NC,2016,April,587
NC,2016,May,590
NC,2016,June,602
NC,2016,July,614
NC,2016,August,614
NC,2016,September,608
NC,2016,October,612
NC,2016,November,599
NC,2016,December,597
NC,2017,January,598
NC,2017,February,611
NC,2017,March,591
NC,2017,April,579
NC,2017,May,576
NC,2017,June,573
NC,2017,July,561
NC,2017,August,581
NC,2017,September,575
NC,2017,October,562
NC,2017,November,565
NC,2017,December,574
NC,2018,January,542
NC,2018,February,517
NC,2018,March,507
NC,2018,April,474
NC,2015,January,87132
NC,2015,February,87784
NC,2015,March,88384
NC,2015,April,88620
NC,2015,May,88818
NC,2015,June,89238
NC,2015,July,89630
NC,2015,August,89864
NC,2015,September,90001
NC,2015,October,90154
NC,2015,November,90229
NC,2015,December,90025
NC,2016,January,89624
NC,2016,February,89619
NC,2016,March,89556
NC,2016,April,89779
NC,2016,May,90013
NC,2016,June,90010
NC,2016,July,90104
NC,2016,August,90243
NC,2016,September,90330
NC,2016,October,90585
NC,2016,November,90874
NC,2016,December,91350
NC,2017,January,91505
NC,2017,February,91572
NC,2017,March,92295
NC,2017,April,92537
NC,2017,May,92777
NC,2017,June,92927
NC,2017,July,93142
NC,2017,August,93485
NC,2017,September,93790
NC,2017,October,93744
NC,2017,November,93717
NC,2017,December,94051
NC,2018,January,94981
NC,2018,February,95189
NC,2018,March,94498
NC,2018,April,94396
NC,2015,January,1359
NC,2015,February,1357
NC,2015,March,1358
NC,2015,April,1365
NC,2015,May,1389
NC,2015,June,1406
NC,2015,July,1422
NC,2015,August,1416
NC,2015,September,1439
NC,2015,October,1455
NC,2015,November,1503
NC,2015,December,1537
NC,2016,January,1589
NC,2016,February,1595
NC,2016,March,1654
NC,2016,April,1694
NC,2016,May,1736
NC,2016,June,1792
NC,2016,July,1816
NC,2016,August,1869
NC,2016,September,1880
NC,2016,October,1900
NC,2016,November,1905
NC,2016,December,1931
NC,2017,January,1974
NC,2017,February,2020
NC,2017,March,2050
NC,2017,April,2085
NC,2017,May,2109
NC,2017,June,2168
NC,2017,July,2217
NC,2017,August,2284
NC,2017,September,2352
NC,2017,October,2375
NC,2017,November,2375
NC,2017,December,2428
NC,2018,January,2401
NC,2018,February,2357
NC,2018,March,2298
NC,2018,April,2250
NC,2015,January,979
NC,2015,February,986
NC,2015,March,1002
NC,2015,April,1020
NC,2015,May,1038
NC,2015,June,1061
NC,2015,July,1059
NC,2015,August,1046
NC,2015,September,1074
NC,2015,October,1090
NC,2015,November,1131
NC,2015,December,1159
NC,2016,January,1199
NC,2016,February,1212
NC,2016,March,1252
NC,2016,April,1278
NC,2016,May,1310
NC,2016,June,1361
NC,2016,July,1398
NC,2016,August,1444
NC,2016,September,1456
NC,2016,October,1468
NC,2016,November,1468
NC,2016,December,1497
NC,2017,January,1546
NC,2017,February,1585
NC,2017,March,1609
NC,2017,April,1640
NC,2017,May,1670
NC,2017,June,1712
NC,2017,July,1747
NC,2017,August,1826
NC,2017,September,1889
NC,2017,October,1913
NC,2017,November,1925
NC,2017,December,1975
NC,2018,January,1951
NC,2018,February,1913
NC,2018,March,1870
NC,2018,April,1829
NC,2015,January,91.83222958
NC,2015,February,91.96757553
NC,2015,March,92.19440353
NC,2015,April,92.74725275
NC,2015,May,92.65658747
NC,2015,June,93.10099573
NC,2015,July,92.75668073
NC,2015,August,92.44350282
NC,2015,September,92.84225156
NC,2015,October,92.9209622
NC,2015,November,93.08050566
NC,2015,December,93.2986337
NC,2016,January,94.14726243
NC,2016,February,94.67084639
NC,2016,March,95.04232164
NC,2016,April,94.74616293
NC,2016,May,94.93087558
NC,2016,June,95.25669643
NC,2016,July,95.92511013
NC,2016,August,96.3081862
NC,2016,September,96.54255319
NC,2016,October,96.57894737
NC,2016,November,96.64041995
NC,2016,December,97.04816157
NC,2017,January,97.01114488
NC,2017,February,97.37623762
NC,2017,March,97.41463415
NC,2017,April,97.6498801
NC,2017,May,97.77145567
NC,2017,June,97.27859779
NC,2017,July,97.02300406
NC,2017,August,97.19789842
NC,2017,September,97.19387755
NC,2017,October,97.13684211
NC,2017,November,97.26315789
NC,2017,December,97.15815486
NC,2018,January,97.16784673
NC,2018,February,96.98769622
NC,2018,March,97.04090513
NC,2018,April,96.93333333
NC,2015,January,31
NC,2015,February,35
NC,2015,March,34
NC,2015,April,41
NC,2015,May,44
NC,2015,June,49
NC,2015,July,49
NC,2015,August,50
NC,2015,September,55
NC,2015,October,50
NC,2015,November,61
NC,2015,December,62
NC,2016,January,71
NC,2016,February,69
NC,2016,March,80
NC,2016,April,82
NC,2016,May,81
NC,2016,June,82
NC,2016,July,87
NC,2016,August,100
NC,2016,September,101
NC,2016,October,110
NC,2016,November,105
NC,2016,December,113
NC,2017,January,112
NC,2017,February,120
NC,2017,March,125
NC,2017,April,126
NC,2017,May,134
NC,2017,June,145
NC,2017,July,150
NC,2017,August,152
NC,2017,September,161
NC,2017,October,163
NC,2017,November,167
NC,2017,December,173
NC,2018,January,185
NC,2018,February,189
NC,2018,March,187
NC,2018,April,188
NC,2015,January,209
NC,2015,February,228
NC,2015,March,234
NC,2015,April,236
NC,2015,May,245
NC,2015,June,257
NC,2015,July,261
NC,2015,August,254
NC,2015,September,269
NC,2015,October,267
NC,2015,November,285
NC,2015,December,301
NC,2016,January,324
NC,2016,February,347
NC,2016,March,381
NC,2016,April,403
NC,2016,May,428
NC,2016,June,455
NC,2016,July,480
NC,2016,August,521
NC,2016,September,529
NC,2016,October,550
NC,2016,November,573
NC,2016,December,591
NC,2017,January,643
NC,2017,February,686
NC,2017,March,730
NC,2017,April,777
NC,2017,May,839
NC,2017,June,908
NC,2017,July,966
NC,2017,August,1044
NC,2017,September,1131
NC,2017,October,1202
NC,2017,November,1232
NC,2017,December,1302
NC,2018,January,1321
NC,2018,February,1312
NC,2018,March,1295
NC,2018,April,1296
ND,2015,January,6887
ND,2015,February,6914
ND,2015,March,6919
ND,2015,April,6955
ND,2015,May,6945
ND,2015,June,6988
ND,2015,July,7028
ND,2015,August,7020
ND,2015,September,7028
ND,2015,October,6977
ND,2015,November,6985
ND,2015,December,6876
ND,2016,January,6754
ND,2016,February,6730
ND,2016,March,6724
ND,2016,April,6679
ND,2016,May,6700
ND,2016,June,6714
ND,2016,July,6674
ND,2016,August,6642
ND,2016,September,6617
ND,2016,October,6706
ND,2016,November,6741
ND,2016,December,6806
ND,2017,January,6844
ND,2017,February,6886
ND,2017,March,6902
ND,2017,April,6970
ND,2017,May,6971
ND,2017,June,6971
ND,2017,July,6979
ND,2017,August,7041
ND,2017,September,7079
ND,2017,October,7047
ND,2017,November,7064
ND,2017,December,7088
ND,2018,January,7153
ND,2018,February,7140
ND,2018,March,7121
ND,2018,April,7080
ND,2015,January,65
ND,2015,February,65
ND,2015,March,64
ND,2015,April,61
ND,2015,May,67
ND,2015,June,71
ND,2015,July,68
ND,2015,August,70
ND,2015,September,71
ND,2015,October,68
ND,2015,November,63
ND,2015,December,66
ND,2016,January,62
ND,2016,February,59
ND,2016,March,66
ND,2016,April,73
ND,2016,May,66
ND,2016,June,65
ND,2016,July,65
ND,2016,August,68
ND,2016,September,72
ND,2016,October,73
ND,2016,November,79
ND,2016,December,80
ND,2017,January,81
ND,2017,February,84
ND,2017,March,80
ND,2017,April,78
ND,2017,May,80
ND,2017,June,81
